copy	count
2622	2
2625	2
17025	2
6721	2
3884	2
14294	2
57019	2
18392	2
14290	2
17050	2
12948	2
2613	2
6711	2
84508	2
6710	2
12950	2
28557	2
41604	2
22488	2
6708	2
4749	2
29783	2
31287	2
10197	2
11940	2
35368	2
49814	2
8066	2
21124	2
49797	2
29331	2
16249	2
2575	2
12158	2
6668	2
3741	2
54364	2
17061	2
5189	2
4782	2
12970	2
44680	2
100310	2
12973	2
6673	2
34805	2
6672	2
2578	2
10774	2
10209	2
8878	2
10769	2
14306	2
10208	2
8874	2
6669	2
9292	2
14857	2
35353	2
8057	2
22496	2
17484	2
21582	2
2568	2
8886	2
3963	2
4784	2
2025	2
21179	2
9281	2
68139	2
31236	2
14860	2
8884	2
6671	2
18948	2
2572	2
9282	2
5188	2
31259	2
4779	2
9291	2
2589	2
13389	2
27152	2
14296	2
4768	2
22484	2
38860	2
21163	2
27155	2
14873	2
8868	2
72252	2
9289	2
64063	2
15245	2
3886	2
6110	2
3742	2
25234	2
10207	2
53892	2
2594	2
8871	2
10777	2
20116	2
25671	2
63484	2
12974	2
8876	2
27163	2
4778	2
29350	2
100902	2
17056	2
45745	2
29353	2
10214	2
4773	2
37979	2
53948	2
10213	2
10780	2
5192	2
6114	2
17068	2
29765	2
10782	2
28559	2
4741	2
18372	2
23151	2
6072	2
22448	2
29285	2
16995	2
21607	2
40543	2
49777	2
4715	2
26555	2
6069	2
3661	2
14257	2
3977	2
8075	2
12173	2
4709	2
8803	2
30648	2
45680	2
13416	2
11849	2
36530	2
10174	2
51829	2
38825	2
10843	2
6749	2
21115	2
17017	2
22452	2
6755	2
10169	2
20367	2
30643	2
6754	2
4717	2
8811	2
55207	2
27244	2
16256	2
3660	2
10855	2
70220	2
2658	2
4719	2
74824	2
4708	2
100230	2
23126	2
27263	2
86601	2
45684	2
33394	2
25198	2
2677	2
6775	2
10166	2
42107	2
18361	2
10165	2
8805	2
6067	2
28329	2
14961	2
29294	2
11855	2
21098	2
12172	2
51113	2
4701	2
12889	2
38817	2
19067	2
10856	2
2675	2
18365	2
10161	2
47011	2
14953	2
10859	2
6070	2
11937	2
4710	2
59304	2
3658	2
13417	2
31359	2
22457	2
14261	2
6770	2
10868	2
27260	2
5229	2
51115	2
102329	2
6769	2
2652	2
14265	2
17038	2
16171	2
29297	2
22467	2
4732	2
2635	2
47709	2
41578	2
23104	2
6728	2
2634	2
30662	2
10825	2
8825	2
6734	2
30665	2
17012	2
55893	2
25710	2
6085	2
10179	2
10826	2
12925	2
8827	2
70723	2
26570	2
4738	2
61343	2
8834	2
55896	2
10817	2
23119	2
10816	2
17495	2
13401	2
5213	2
20362	2
6725	2
2631	2
23117	2
4736	2
5218	2
64088	2
36754	2
88035	2
6731	2
17032	2
34777	2
12078	2
2641	2
5227	2
95307	2
96890	2
8818	2
53868	2
9314	2
6740	2
5220	2
12915	2
14943	2
61239	2
31318	2
81826	2
55259	2
8816	2
21613	2
41568	2
10181	2
10846	2
5226	2
54386	2
10841	2
2653	2
7976	2
38006	2
102325	2
29305	2
30664	2
1990	2
6084	2
9319	2
12927	2
4731	2
19032	2
43591	2
6737	2
68211	2
3972	2
6736	2
7757	2
14932	2
10838	2
5222	2
14931	2
21106	2
37482	2
42960	2
25211	2
6667	2
11929	2
17156	2
14782	2
9255	2
58088	2
90840	2
46133	2
27066	2
37942	2
62522	2
10685	2
4851	2
25340	2
18461	2
63476	2
6167	2
10257	2
8939	2
2490	2
29409	2
37943	2
8045	2
55718	2
8938	2
21220	2
27064	2
43021	2
2484	2
10672	2
3897	2
18450	2
6579	2
18873	2
51202	2
70357	2
25338	2
14774	2
5152	2
6577	2
3683	2
21247	2
63493	2
36487	2
29434	2
10673	2
5153	2
24380	2
80274	2
12136	2
13349	2
6590	2
22965	2
7829	2
10689	2
6163	2
14786	2
13359	2
38940	2
25316	2
43475	2
2502	2
25323	2
5161	2
43474	2
18881	2
44674	2
31174	2
10251	2
4836	2
10700	2
8930	2
46141	2
72170	2
7774	2
25321	2
82625	2
84458	2
2495	2
22555	2
51210	2
34818	2
38912	2
18870	2
10682	2
18889	2
29737	2
47575	2
6161	2
59407	2
13037	2
17455	2
3950	2
3895	2
5162	2
18456	2
10260	2
14789	2
17122	2
32409	2
3678	2
10265	2
6175	2
2479	2
4869	2
6555	2
102235	2
7783	2
6554	2
14750	2
6553	2
15971	2
14748	2
62471	2
10285	2
10649	2
5147	2
22563	2
9245	2
18836	2
37896	2
3947	2
13058	2
6558	2
14368	2
5144	2
2457	2
2454	2
17163	2
24368	2
34876	2
6190	2
10644	2
11921	2
10280	2
4873	2
6545	2
2451	2
5142	2
18842	2
37656	2
80308	2
2453	2
3684	2
6184	2
51599	2
5140	2
24175	2
18847	2
16238	2
30757	2
14745	2
16237	2
4858	2
17140	2
27045	2
3682	2
3896	2
6179	2
55731	2
22946	2
27047	2
17138	2
43455	2
6568	2
48757	2
14764	2
13055	2
5154	2
6575	2
17137	2
51207	2
18852	2
3732	2
14362	2
25644	2
18862	2
6178	2
21521	2
14752	2
6556	2
6563	2
57201	2
4867	2
9240	2
25617	2
53027	2
2466	2
10662	2
33519	2
40560	2
102234	2
10656	2
21236	2
31146	2
20322	2
10659	2
2471	2
17430	2
3946	2
13050	2
59863	2
10702	2
6158	2
100294	2
61063	2
9273	2
100804	2
22526	2
10736	2
30714	2
6646	2
4806	2
12147	2
102146	2
5183	2
49883	2
10739	2
14322	2
6644	2
10231	2
39403	2
6129	2
8902	2
3959	2
9274	2
6135	2
14836	2
31222	2
2546	2
10728	2
8910	2
4811	2
7984	2
29383	2
23012	2
11869	2
3673	2
2545	2
14839	2
34791	2
17103	2
6642	2
4805	2
12993	2
6132	2
6641	2
4804	2
71636	2
43494	2
6640	2
32573	2
10230	2
21185	2
6659	2
45738	2
18406	2
23050	2
24157	2
61057	2
12991	2
8893	2
71631	2
17073	2
45743	2
4794	2
3671	2
6663	2
3960	2
9287	2
10755	2
6661	2
12156	2
4788	2
66659	2
98133	2
8888	2
2558	2
6650	2
4798	2
45783	2
62497	2
35307	2
6128	2
31221	2
65384	2
8900	2
4802	2
30719	2
22523	2
20283	2
12087	2
8059	2
5186	2
10228	2
12157	2
6130	2
42980	2
10747	2
25265	2
33453	2
9277	2
3736	2
70343	2
6155	2
23007	2
22531	2
14802	2
37580	2
18446	2
24151	2
33485	2
8049	2
28473	2
38934	2
27093	2
2521	2
6619	2
10717	2
33825	2
6150	2
17105	2
43471	2
55327	2
6617	2
13022	2
18909	2
35269	2
10241	2
43457	2
40580	2
27073	2
18885	2
17444	2
39391	2
10696	2
32639	2
14792	2
37616	2
13028	2
4832	2
37619	2
14348	2
8050	2
25324	2
21226	2
17128	2
2515	2
51658	2
14804	2
17111	2
14339	2
21213	2
14827	2
17112	2
2532	2
21564	2
5173	2
14817	2
10723	2
18927	2
47601	2
10722	2
10232	2
32635	2
13000	2
17094	2
4815	2
102149	2
10732	2
17093	2
3672	2
6632	2
17092	2
6136	2
38888	2
4818	2
18925	2
3893	2
6631	2
31186	2
24211	2
10712	2
4820	2
100844	2
76280	2
9271	2
18903	2
17467	2
90872	2
7769	2
4822	2
14342	2
13362	2
8912	2
6626	2
17468	2
43508	2
21566	2
6147	2
13015	2
7728	2
22995	2
46396	2
5837	2
3787	2
5437	2
16130	2
4346	2
8286	2
9540	2
54843	2
3200	2
7298	2
5794	2
4049	2
5664	2
56474	2
12381	2
5443	2
19595	2
16343	2
9531	2
40044	2
30001	2
25905	2
19571	2
3195	2
4187	2
15485	2
97617	2
7550	2
5666	2
7288	2
38189	2
27761	2
36936	2
4344	2
102600	2
3196	2
7294	2
3453	2
8434	2
61672	2
50567	2
16634	2
9767	2
22057	2
11645	2
34355	2
53481	2
15502	2
3446	2
7540	2
19598	2
30354	2
9760	2
57410	2
7304	2
13858	2
28027	2
5535	2
38543	2
24831	2
58755	2
5665	2
20735	2
46423	2
28023	2
8433	2
11983	2
36629	2
16115	2
5532	2
102598	2
18070	2
102369	2
53319	2
7546	2
7301	2
15881	2
5791	2
20726	2
23666	2
3807	2
89156	2
101471	2
28941	2
15465	2
16651	2
64625	2
5428	2
8272	2
26130	2
3619	2
64624	2
20574	2
77222	2
37136	2
50479	2
11381	2
5429	2
15746	2
3460	2
7282	2
35962	2
12375	2
36246	2
41030	2
3462	2
5430	2
24105	2
18085	2
4359	2
13733	2
19557	2
11369	2
9753	2
3463	2
50477	2
13851	2
102337	2
7552	2
9754	2
18092	2
7284	2
11379	2
11653	2
42674	2
12536	2
35942	2
5661	2
15472	2
30002	2
44131	2
3784	2
12539	2
8441	2
7291	2
68958	2
5539	2
54974	2
5432	2
4181	2
57332	2
16360	2
48533	2
4183	2
3186	2
5434	2
5660	2
9638	2
85085	2
102500	2
8275	2
32142	2
7287	2
99993	2
12235	2
7941	2
20725	2
5435	2
3447	2
7541	2
23687	2
13869	2
56505	2
4199	2
7328	2
9876	2
17955	2
11993	2
33011	2
7936	2
26268	2
4053	2
9775	2
3236	2
102609	2
11977	2
12516	2
3239	2
58934	2
11431	2
102608	2
7324	2
8418	2
37111	2
9551	2
34361	2
19606	2
11624	2
50515	2
16091	2
3232	2
72892	2
12515	2
11429	2
16492	2
4326	2
19813	2
68736	2
4320	2
73429	2
28904	2
23718	2
32467	2
3843	2
38237	2
31907	2
3245	2
8410	2
7937	2
8300	2
7699	2
5458	2
63122	2
3612	2
56702	2
8409	2
15529	2
25948	2
12039	2
102490	2
20588	2
102611	2
3432	2
11426	2
7332	2
3238	2
16617	2
21828	2
9546	2
5772	2
4317	2
9866	2
23714	2
18054	2
7531	2
78073	2
19809	2
16495	2
11419	2
11416	2
3213	2
23928	2
5445	2
5534	2
41035	2
5781	2
44385	2
31901	2
4335	2
11786	2
49398	2
8145	2
17965	2
9762	2
46721	2
26000	2
35973	2
4334	2
3445	2
11813	2
7319	2
13632	2
16131	2
5670	2
27776	2
44387	2
4338	2
20440	2
20564	2
56469	2
34356	2
16470	2
81449	2
3444	2
12376	2
68783	2
63111	2
102621	2
3804	2
15506	2
54835	2
11423	2
13970	2
11420	2
28902	2
21904	2
3439	2
7321	2
38280	2
9550	2
75198	2
23909	2
12016	2
32882	2
11417	2
15896	2
16114	2
3828	2
5782	2
16610	2
3220	2
102617	2
17966	2
7318	2
7538	2
40720	2
40958	2
9548	2
15505	2
40290	2
20587	2
89434	2
15504	2
8174	2
7316	2
38535	2
7539	2
8293	2
72777	2
60532	2
7274	2
24270	2
11327	2
27702	2
20014	2
5647	2
24627	2
22223	2
30411	2
3133	2
4082	2
42294	2
8176	2
8485	2
4162	2
30208	2
33072	2
13832	2
7225	2
20776	2
5644	2
28722	2
3811	2
49188	2
4390	2
8480	2
3488	2
42292	2
39972	2
24879	2
23957	2
8487	2
26314	2
13834	2
4158	2
7227	2
9643	2
32814	2
4386	2
11678	2
102679	2
13846	2
8479	2
27721	2
12573	2
16458	2
5821	2
14009	2
26291	2
102512	2
7232	2
22042	2
7945	2
3480	2
9749	2
61167	2
3143	2
5820	2
29995	2
57082	2
102514	2
8474	2
7716	2
102701	2
11322	2
3137	2
23952	2
82230	2
9504	2
30209	2
17927	2
38608	2
48524	2
24653	2
57054	2
8473	2
22021	2
4382	2
13606	2
22017	2
7717	2
7689	2
21782	2
68998	2
5552	2
9929	2
30403	2
5406	2
12007	2
5838	2
12350	2
23981	2
3495	2
16675	2
9741	2
3116	2
102681	2
35900	2
93191	2
8252	2
102408	2
5553	2
89100	2
3496	2
23596	2
21945	2
8243	2
4149	2
8135	2
3113	2
28617	2
7595	2
30140	2
36562	2
9930	2
101785	2
13838	2
23980	2
8253	2
34523	2
8481	2
16101	2
12348	2
60463	2
7217	2
3123	2
4389	2
8483	2
85018	2
20780	2
48564	2
9652	2
24874	2
3625	2
5410	2
15410	2
7585	2
8255	2
52267	2
39969	2
5555	2
36904	2
31777	2
38617	2
4392	2
7590	2
15778	2
11306	2
4036	2
24630	2
7218	2
7591	2
12590	2
4152	2
17848	2
12046	2
28969	2
48166	2
3623	2
8177	2
28608	2
15753	2
4366	2
36826	2
5421	2
8456	2
44818	2
28930	2
69350	2
7267	2
24833	2
11365	2
15463	2
4174	2
16643	2
9524	2
14007	2
9756	2
17839	2
46392	2
102526	2
73424	2
7876	2
3160	2
11356	2
50861	2
3621	2
11359	2
11658	2
26020	2
34467	2
16647	2
102716	2
28034	2
20472	2
7263	2
23638	2
46757	2
5811	2
44148	2
5815	2
3174	2
5540	2
3806	2
52348	2
8267	2
5425	2
102709	2
9759	2
8143	2
12558	2
69741	2
36832	2
4178	2
37140	2
5804	2
20748	2
38182	2
3172	2
27753	2
42277	2
7264	2
7940	2
23657	2
36253	2
19563	2
5427	2
42509	2
20421	2
77562	2
7271	2
9757	2
35954	2
85069	2
13855	2
11361	2
30120	2
7712	2
19536	2
3470	2
44429	2
7245	2
3808	2
102516	2
8138	2
12353	2
4372	2
49125	2
23621	2
3848	2
9647	2
27714	2
3150	2
99739	2
16463	2
11665	2
36835	2
19866	2
102692	2
5418	2
7718	2
7906	2
20416	2
42291	2
4167	2
34477	2
81006	2
19523	2
15437	2
1724	2
17946	2
101499	2
102693	2
7572	2
29990	2
11342	2
7946	2
4373	2
50701	2
11348	2
60818	2
13841	2
11668	2
23645	2
9907	2
7570	2
42659	2
9512	2
36405	2
9747	2
44099	2
13742	2
8468	2
4168	2
7719	2
7259	2
11357	2
9644	2
4043	2
4371	2
37126	2
44341	2
3620	2
86329	2
24863	2
35906	2
3474	2
26022	2
8268	2
15906	2
8137	2
13743	2
9645	2
5818	2
4171	2
32709	2
31835	2
42303	2
16481	2
38211	2
40125	2
11568	2
102353	2
7416	2
4265	2
11518	2
9579	2
5725	2
7478	2
7928	2
32475	2
7423	2
16546	2
8322	2
19700	2
3324	2
34175	2
34144	2
8367	2
13701	2
19770	2
4270	2
7412	2
59005	2
73888	2
16124	2
13927	2
5731	2
11517	2
13890	2
5730	2
5702	2
12419	2
8360	2
24557	2
11571	2
13672	2
7417	2
27961	2
9818	2
4230	2
9816	2
11575	2
69575	2
7473	2
8354	2
5726	2
4234	2
20655	2
17785	2
20610	2
12451	2
9823	2
24286	2
8332	2
68883	2
3333	2
32062	2
15621	2
3796	2
19702	2
25980	2
15608	2
12462	2
90282	2
82094	2
5490	2
8323	2
17784	2
23819	2
54635	2
16544	2
3328	2
7426	2
3800	2
4261	2
44308	2
17997	2
5487	2
27957	2
41116	2
25959	2
11576	2
5480	2
19686	2
11498	2
7404	2
15675	2
9826	2
5481	2
20619	2
97502	2
3312	2
7410	2
15606	2
26217	2
5735	2
12420	2
3311	2
24767	2
9825	2
41121	2
102532	2
9602	2
4279	2
18016	2
79462	2
23776	2
102383	2
102535	2
56566	2
20670	2
71242	2
5733	2
12466	2
99673	2
37030	2
3388	2
46461	2
102528	2
9830	2
22121	2
36068	2
8327	2
40166	2
8156	2
7414	2
7482	2
23858	2
9831	2
3387	2
102382	2
21863	2
5729	2
20644	2
9799	2
3385	2
13675	2
102576	2
3317	2
18028	2
3314	2
12471	2
9601	2
4275	2
36066	2
56615	2
54875	2
11582	2
15604	2
9576	2
19706	2
102531	2
7480	2
20666	2
41110	2
4274	2
12250	2
24744	2
52750	2
11500	2
102564	2
15889	2
81153	2
34153	2
18009	2
13911	2
7462	2
13691	2
19757	2
3367	2
4244	2
85261	2
17778	2
7449	2
102588	2
19730	2
9807	2
4250	2
5498	2
7448	2
102591	2
3369	2
17986	2
49301	2
49282	2
50534	2
5713	2
4066	2
38465	2
8330	2
7447	2
9806	2
9814	2
44288	2
102119	2
12424	2
19759	2
8331	2
36146	2
30073	2
5710	2
7453	2
9599	2
15654	2
36853	2
5502	2
71006	2
69366	2
34396	2
102561	2
9592	2
19734	2
7452	2
8341	2
3358	2
102563	2
7930	2
16539	2
102091	2
52751	2
34398	2
24284	2
5709	2
11558	2
27921	2
17991	2
4237	2
4068	2
58967	2
27948	2
83555	2
7457	2
68925	2
20190	2
8336	2
12438	2
9802	2
4239	2
21876	2
7474	2
3372	2
15629	2
11535	2
30094	2
21898	2
4233	2
5506	2
12429	2
7432	2
8357	2
7471	2
3338	2
12454	2
4258	2
5706	2
102546	2
9595	2
93755	2
12428	2
11528	2
22092	2
13703	2
26186	2
5488	2
23822	2
7475	2
9822	2
4235	2
5507	2
102587	2
16555	2
15616	2
44306	2
5720	2
24750	2
34147	2
8358	2
48444	2
102355	2
3835	2
13681	2
20208	2
45194	2
102569	2
8351	2
27932	2
16125	2
7466	2
8350	2
15639	2
3368	2
8160	2
4248	2
46687	2
28820	2
5493	2
9594	2
54629	2
7443	2
57037	2
7437	2
15660	2
36124	2
3370	2
9585	2
4067	2
18014	2
16081	2
11567	2
16095	2
3343	2
13683	2
4255	2
8345	2
101927	2
52502	2
20631	2
5482	2
7402	2
9871	2
32086	2
19656	2
52950	2
4057	2
30039	2
50841	2
42528	2
48341	2
44364	2
16365	2
15711	2
3266	2
8395	2
19658	2
11613	2
13874	2
5757	2
7514	2
15558	2
94300	2
102362	2
5766	2
9621	2
21853	2
9856	2
16487	2
8299	2
21842	2
19639	2
7362	2
57452	2
7357	2
5522	2
30269	2
83484	2
3265	2
25941	2
20223	2
44241	2
9555	2
20451	2
46699	2
11601	2
5758	2
53353	2
7891	2
19802	2
11606	2
5470	2
44559	2
9610	2
16578	2
45154	2
8397	2
15564	2
11989	2
7375	2
7371	2
85230	2
102655	2
3271	2
49365	2
3268	2
7366	2
15696	2
102142	2
36808	2
7365	2
9611	2
7511	2
23902	2
5759	2
3802	2
30267	2
8392	2
15698	2
21893	2
5680	2
7359	2
3411	2
9616	2
15541	2
11622	2
58761	2
8414	2
17754	2
19819	2
22147	2
3427	2
12509	2
9623	2
42652	2
5770	2
45180	2
15538	2
19644	2
81041	2
53441	2
13715	2
12243	2
7347	2
11434	2
46407	2
23919	2
4318	2
8301	2
12506	2
18051	2
3429	2
5459	2
11617	2
16596	2
83618	2
57069	2
13964	2
90359	2
7346	2
53199	2
7349	2
11609	2
13648	2
7353	2
5683	2
7518	2
15549	2
11455	2
89232	2
102492	2
31924	2
4308	2
32082	2
65780	2
13955	2
9857	2
44360	2
13719	2
102625	2
56645	2
73717	2
65233	2
8296	2
11442	2
32111	2
5682	2
8403	2
7523	2
12497	2
49359	2
4074	2
1585	2
7516	2
22074	2
27986	2
46403	2
34117	2
28189	2
27828	2
11607	2
4298	2
12025	2
5743	2
9834	2
26210	2
36974	2
24752	2
79432	2
16093	2
56671	2
8383	2
4286	2
11585	2
20436	2
27884	2
24759	2
30259	2
13883	2
76999	2
52572	2
15681	2
15903	2
8159	2
3293	2
5512	2
7391	2
12412	2
23875	2
8318	2
52420	2
17971	2
61603	2
32942	2
4217	2
13669	2
36046	2
3294	2
11587	2
32941	2
97485	2
16367	2
36968	2
9837	2
12422	2
9787	2
9838	2
13932	2
5736	2
25994	2
67146	2
36815	2
20449	2
7403	2
48845	2
5698	2
9796	2
36143	2
19680	2
8370	2
8324	2
7491	2
17974	2
20656	2
94357	2
34428	2
3298	2
5514	2
9832	2
9570	2
90195	2
7399	2
58778	2
19693	2
9839	2
20659	2
40182	2
5737	2
5509	2
46448	2
3603	2
1594	2
11464	2
4213	2
4212	2
69361	2
13656	2
24698	2
7378	2
102646	2
7377	2
52426	2
89444	2
4294	2
30328	2
9842	2
24783	2
7501	2
8391	2
4058	2
21844	2
30032	2
49248	2
38507	2
7374	2
102645	2
49375	2
52555	2
3839	2
8387	2
102644	2
11466	2
56651	2
7372	2
7506	2
7933	2
68977	2
13950	2
5754	2
7507	2
5751	2
7382	2
15580	2
4290	2
7890	2
13708	2
24780	2
7386	2
11484	2
101608	2
20448	2
102472	2
13941	2
7385	2
1650	2
5744	2
17970	2
7497	2
27975	2
24282	2
7496	2
15583	2
9841	2
52430	2
21866	2
40133	2
22067	2
25964	2
11593	2
16586	2
16348	2
16585	2
17769	2
40280	2
27866	2
8389	2
4291	2
102642	2
27861	2
49368	2
35895	2
12439	2
12210	2
12628	2
20415	2
19967	2
7080	2
11828	2
20147	2
5880	2
11182	2
23549	2
9995	2
101916	2
30146	2
18162	2
17665	2
57365	2
3524	2
40701	2
28155	2
12660	2
16730	2
11758	2
23516	2
48059	2
8546	2
3588	2
5581	2
20524	2
4480	2
19925	2
8523	2
30441	2
79150	2
7082	2
16778	2
24302	2
38645	2
3549	2
13784	2
35768	2
102180	2
11737	2
21943	2
5866	2
14076	2
71145	2
32700	2
7081	2
20826	2
3062	2
9965	2
13822	2
15926	2
24926	2
7621	2
7669	2
7131	2
83430	2
1470	2
30161	2
14088	2
5381	2
20526	2
91434	2
20252	2
14061	2
14079	2
5380	2
11742	2
3775	2
4134	2
5597	2
19941	2
24572	2
102283	2
12643	2
50461	2
7627	2
7671	2
11725	2
16776	2
24102	2
5864	2
9994	2
56302	2
17904	2
39871	2
11962	2
55024	2
9987	2
11249	2
4086	2
17679	2
24596	2
12297	2
50966	2
5893	2
8185	2
102459	2
58786	2
91847	2
19450	2
20480	2
102442	2
100042	2
22241	2
15348	2
29924	2
15358	2
4426	2
7102	2
34253	2
3073	2
11217	2
13805	2
34266	2
24267	2
7619	2
28114	2
26351	2
4106	2
98742	2
8204	2
5861	2
23541	2
34219	2
102724	2
3520	2
19927	2
32824	2
101349	2
49566	2
10006	2
3068	2
14077	2
68483	2
3518	2
14074	2
35752	2
44527	2
62932	2
7613	2
4471	2
101774	2
4427	2
7120	2
16313	2
22248	2
15316	2
36609	2
19464	2
2976	2
7170	2
15270	2
69594	2
4424	2
40877	2
39955	2
10007	2
11964	2
64446	2
50595	2
14050	2
3028	2
36770	2
38659	2
9453	2
3066	2
8576	2
5624	2
30152	2
102458	2
5387	2
13551	2
50974	2
9666	2
15357	2
20483	2
3067	2
19966	2
33171	2
14102	2
24619	2
31733	2
87447	2
15292	2
9955	2
4028	2
7096	2
36307	2
5860	2
27608	2
4431	2
5904	2
29926	2
11193	2
2981	2
42479	2
44008	2
53261	2
102746	2
15313	2
11973	2
9726	2
3577	2
13820	2
11257	2
11219	2
16110	2
3031	2
5907	2
7957	2
11736	2
41360	2
8521	2
8112	2
18149	2
57407	2
16427	2
102440	2
11732	2
7093	2
24577	2
44016	2
8550	2
101855	2
17866	2
46329	2
69695	2
34047	2
90161	2
19931	2
3573	2
73201	2
7870	2
8573	2
102736	2
2998	2
19437	2
4475	2
13574	2
46546	2
7143	2
32220	2
19920	2
30460	2
9670	2
3039	2
9451	2
49477	2
12313	2
12635	2
5357	2
73165	2
102462	2
3544	2
8574	2
36872	2
9477	2
31720	2
4447	2
15863	2
7628	2
5568	2
18170	2
28387	2
4472	2
11235	2
19980	2
15329	2
13764	2
34534	2
79332	2
3045	2
102463	2
5372	2
7638	2
101919	2
11829	2
19376	2
16382	2
9466	2
8202	2
12314	2
21748	2
40389	2
8549	2
11731	2
15334	2
17898	2
5613	2
50406	2
84880	2
12296	2
8223	2
60874	2
19433	2
11237	2
31725	2
7136	2
31670	2
40510	2
5600	2
5879	2
16752	2
4027	2
50408	2
22010	2
30176	2
43949	2
102738	2
40975	2
7639	2
3566	2
7660	2
13796	2
102731	2
5618	2
14067	2
30458	2
15332	2
26373	2
67052	2
18177	2
19982	2
49507	2
25869	2
15321	2
3570	2
30432	2
17637	2
42783	2
7129	2
12003	2
16735	2
5359	2
13811	2
52725	2
7089	2
5882	2
53268	2
27575	2
11967	2
8229	2
65294	2
17657	2
34536	2
4026	2
20841	2
7088	2
33132	2
30433	2
35838	2
46547	2
27619	2
31701	2
13802	2
17636	2
7869	2
2990	2
29016	2
27604	2
43962	2
26369	2
11816	2
54518	2
32488	2
44508	2
12642	2
97766	2
24001	2
16307	2
65910	2
24597	2
3003	2
34044	2
7097	2
2993	2
7155	2
24563	2
12638	2
8219	2
22274	2
52981	2
28096	2
3568	2
7691	2
3631	2
7662	2
21733	2
17639	2
9971	2
31785	2
3535	2
98110	2
5374	2
46823	2
12637	2
5376	2
3051	2
8187	2
8536	2
62751	2
16746	2
3048	2
31718	2
40415	2
24620	2
4123	2
20192	2
7909	2
32755	2
3815	2
13766	2
24576	2
26363	2
36314	2
4449	2
3628	2
11185	2
100154	2
8200	2
5583	2
101252	2
37195	2
17675	2
9479	2
75476	2
7151	2
40710	2
4443	2
3860	2
7631	2
3858	2
7612	2
4116	2
15376	2
4144	2
13540	2
46868	2
9489	2
46533	2
12006	2
3094	2
8597	2
35714	2
27599	2
11282	2
2962	2
3504	2
28604	2
3585	2
3019	2
52238	2
7603	2
26053	2
27550	2
25880	2
32191	2
5345	2
10014	2
22030	2
31685	2
50635	2
26329	2
8599	2
7059	2
12693	2
8114	2
4404	2
20145	2
27549	2
24890	2
43996	2
21739	2
39945	2
4096	2
102401	2
2960	2
16442	2
5399	2
16703	2
20414	2
102666	2
19949	2
20786	2
13587	2
5847	2
7867	2
4466	2
5576	2
15308	2
5915	2
34243	2
3561	2
7061	2
14110	2
22006	2
40865	2
31693	2
74008	2
26125	2
7112	2
85818	2
60953	2
26376	2
102722	2
8586	2
24591	2
8208	2
15248	2
36260	2
7060	2
36881	2
8235	2
18188	2
12605	2
9734	2
23576	2
5364	2
7676	2
23994	2
11770	2
13829	2
2965	2
7063	2
8509	2
9447	2
3507	2
32801	2
64394	2
9458	2
11152	2
9692	2
4032	2
7062	2
102204	2
5393	2
20538	2
21784	2
27544	2
26324	2
10013	2
13584	2
9729	2
7192	2
9501	2
1543	2
33159	2
5591	2
9731	2
11145	2
11302	2
18136	2
17884	2
21758	2
15789	2
52117	2
4151	2
16795	2
4084	2
102659	2
5403	2
3862	2
19951	2
16139	2
32232	2
20892	2
7111	2
12599	2
9991	2
10011	2
4501	2
15395	2
57386	2
13528	2
3012	2
102685	2
4098	2
11299	2
77618	2
16679	2
12272	2
8491	2
23503	2
13779	2
46869	2
4397	2
27593	2
7206	2
3108	2
4037	2
18187	2
5400	2
48574	2
5917	2
31787	2
16323	2
26333	2
11300	2
7202	2
54522	2
3100	2
4406	2
27664	2
3556	2
27522	2
11689	2
16796	2
15787	2
5579	2
5366	2
15878	2
3501	2
4465	2
5639	2
3500	2
9457	2
8497	2
80879	2
35713	2
28664	2
33121	2
4145	2
19937	2
32270	2
48626	2
7592	2
9500	2
102720	2
15399	2
50433	2
19332	2
3627	2
12663	2
5636	2
11202	2
3559	2
45440	2
28169	2
5916	2
4034	2
3013	2
15241	2
7653	2
2959	2
11823	2
102657	2
9730	2
48136	2
12597	2
16069	2
19358	2
9494	2
17840	2
7874	2
9482	2
11276	2
7071	2
16312	2
3768	2
20864	2
8519	2
11774	2
13536	2
7179	2
19890	2
74086	2
8123	2
3514	2
7918	2
9442	2
32774	2
20814	2
3078	2
11710	2
11266	2
7070	2
35864	2
2973	2
13783	2
7690	2
31695	2
27654	2
60924	2
5351	2
4019	2
8518	2
4489	2
8239	2
29061	2
35867	2
9988	2
19459	2
102029	2
37246	2
5604	2
53614	2
5634	2
5563	2
26059	2
16764	2
31635	2
11161	2
14073	2
42753	2
8232	2
9468	2
14098	2
16104	2
8514	2
16418	2
36271	2
5361	2
11776	2
9956	2
9978	2
7075	2
11749	2
5630	2
7174	2
53014	2
28151	2
70053	2
39959	2
35861	2
30446	2
27657	2
7175	2
12609	2
24344	2
98677	2
35863	2
39820	2
8589	2
76789	2
46508	2
15257	2
23565	2
11163	2
53599	2
40659	2
24043	2
45411	2
15256	2
36268	2
72742	2
75234	2
8195	2
12653	2
18204	2
32482	2
19416	2
3517	2
4457	2
46320	2
8591	2
11279	2
7139	2
5578	2
17889	2
4413	2
7065	2
9660	2
15262	2
16772	2
12229	2
12290	2
7066	2
101438	2
7119	2
80939	2
3626	2
23493	2
5848	2
37278	2
11709	2
56342	2
8233	2
87854	2
12328	2
7678	2
8584	2
11275	2
5849	2
3020	2
